Материал название,Материал номер,Иерархия 0 уровень,Иерархия 0 номер,Иерархия 1 уровень,Иерархия 2 уровень,Иерархия 3 уровень,Материал. Признак 1,Материал. Признак 10,Материал. Признак 2,Материал. Признак 3,Материал. Признак 4,Материал. Признак 5,Материал. Признак 6,Материал. Признак 7,Материал. Признак 8,Материал. Признак 9,Материал. Размер 1,Материал. Размер 10,Материал. Размер 11,Материал. Размер 12,Материал. Размер 2,Материал. Размер 3,Материал. Размер 4,Материал. Размер 5,Материал. Размер 6,Материал. Размер 7,Материал. Размер 8,Материал. Размер 9
ТР ПРОФ НЛГ 100 100 5 ТУ 004-Б,000000000000088548,Труба,915,10220,1022008700,102200870001300,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,100,100,##,##,##,5,##,##
ТР ПРОФ НЛГ 100 100 6 ТУ 004-Б,000000000000088549,Труба,915,10220,1022008700,102200870001400,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,100,100,##,##,##,6,##,##
ТР ПРОФ НЛГ 100 100 7 ТУ 004-Б,000000000000088550,Труба,915,10220,1022008700,102200870001500,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,100,100,##,##,##,7,##,##
ТР ПРОФ НЛГ 100 100 8 ТУ 004-Б,000000000000088551,Труба,915,10220,1022008700,102200870001600,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,100,100,##,##,##,8,##,##
ТР ПРОФ НЛГ 100 50 4 ТУ 004-Б,000000000000088552,Труба,915,10220,1022008800,102200880001100,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,100,50,##,##,##,4,##,##
ТР ПРОФ НЛГ 120 120 4 ТУ 004-Б,000000000000088553,Труба,915,10220,1022009000,102200900001100,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,120,120,##,##,##,4,##,##
ТР ПРОФ НЛГ 120 120 5 ТУ 004-Б,000000000000088554,Труба,915,10220,1022009000,102200900001200,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,120,120,##,##,##,5,##,##
ТР ПРОФ НЛГ 120 120 6 ТУ 004-Б,000000000000088555,Труба,915,10220,1022009000,102200900001300,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,120,120,##,##,##,6,##,##
ТР ПРОФ НЛГ 120 120 7 ТУ 004-Б,000000000000088556,Труба,915,10220,1022009000,102200900001400,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,120,120,##,##,##,7,##,##
ТР ПРОФ НЛГ 120 120 8 ТУ 004-Б,000000000000088557,Труба,915,10220,1022009000,102200900001500,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,120,120,##,##,##,8,##,##
ТР ПРОФ НЛГ 120 80 4 ТУ 004-Б,000000000000088558,Труба,915,10220,1022009100,102200910001100,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,120,80,##,##,##,4,##,##
ТР ПРОФ НЛГ 120 80 5 ТУ 004-Б,000000000000088559,Труба,915,10220,1022009100,102200910001200,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,120,80,##,##,##,5,##,##
ТР ПРОФ НЛГ 120 80 6 ТУ 004-Б,000000000000088560,Труба,915,10220,1022009100,102200910001300,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,120,80,##,##,##,6,##,##
ТР ПРОФ НЛГ 120 80 8 ТУ 004-Б,000000000000088561,Труба,915,10220,1022009100,102200910001400,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,120,80,##,##,##,8,##,##
ТР ПРОФ НЛГ 140 140 4 ТУ 004-Б,000000000000088562,Труба,915,10220,1022009300,102200930001100,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,140,140,##,##,##,4,##,##
ТР ПРОФ НЛГ 140 140 5 ТУ 004-Б,000000000000088563,Труба,915,10220,1022009300,102200930001200,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,140,140,##,##,##,5,##,##
ТР ПРОФ НЛГ 140 140 6 ТУ 004-Б,000000000000088564,Труба,915,10220,1022009300,102200930001300,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,140,140,##,##,##,6,##,##
ТР ПРОФ НЛГ 140 140 7 ТУ 004-Б,000000000000088565,Труба,915,10220,1022009300,102200930001400,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,140,140,##,##,##,7,##,##
ТР ПРОФ НЛГ 140 140 8 ТУ 004-Б,000000000000088566,Труба,915,10220,1022009300,102200930001500,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,140,140,##,##,##,8,##,##
ТР ПРОФ НЛГ 160 160 4 ТУ 004-Б,000000000000088567,Труба,915,10220,1022009900,102200990001100,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,160,160,##,##,##,4,##,##
ТР ПРОФ НЛГ 160 160 5 ТУ 004-Б,000000000000088568,Труба,915,10220,1022009900,102200990001200,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,160,160,##,##,##,5,##,##
ТР ПРОФ НЛГ 160 160 6 ТУ 004-Б,000000000000088569,Труба,915,10220,1022009900,102200990001300,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,160,160,##,##,##,6,##,##
ТР ПРОФ НЛГ 160 160 8 ТУ 004-Б,000000000000088570,Труба,915,10220,1022009900,102200990001500,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,160,160,##,##,##,8,##,##
ТР ПРОФ НЛГ 160 80 5 ТУ 004-Б,000000000000088571,Труба,915,10220,1022010000,102201000001100,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,160,80,##,##,##,5,##,##
ТР ПРОФ НЛГ 160 80 6 ТУ 004-Б,000000000000088572,Труба,915,10220,1022010000,102201000001200,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,160,80,##,##,##,6,##,##
ТР ПРОФ НЛГ 40 40 3 ТУ 004-Б,000000000000088573,Труба,915,10220,1022008000,102200800001200,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,40,40,##,##,##,3,##,##
ТР ПРОФ НЛГ 40 40 4 ТУ 004-Б,000000000000088574,Труба,915,10220,1022008000,102200800001400,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,40,40,##,##,##,4,##,##
ТР ПРОФ НЛГ 50 50 3 ТУ 004-Б,000000000000088575,Труба,915,10220,1022008100,102200810001100,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,50,50,##,##,##,3,##,##
ТР ПРОФ НЛГ 50 50 4 ТУ 004-Б,000000000000088576,Труба,915,10220,1022008100,102200810001200,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,50,50,##,##,##,4,##,##
ТР ПРОФ НЛГ 60 40 3 ТУ 004-Б,000000000000088577,Труба,915,10220,1022008200,102200820001200,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,60,40,##,##,##,3,##,##
ТР ПРОФ НЛГ 60 40 4 ТУ 004-Б,000000000000088578,Труба,915,10220,1022008200,102200820001300,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,60,40,##,##,##,4,##,##
ТР ПРОФ НЛГ 60 60 3 ТУ 004-Б,000000000000088579,Труба,915,10220,1022008300,102200830001200,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,60,60,##,##,##,3,##,##
ТР ПРОФ НЛГ 60 60 4 ТУ 004-Б,000000000000088580,Труба,915,10220,1022008300,102200830001300,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,60,60,##,##,##,4,##,##
ТР ПРОФ НЛГ 80 40 3 ТУ 004-Б,000000000000088581,Труба,915,10220,1022008400,102200840001100,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,80,40,##,##,##,3,##,##
ТР ПРОФ НЛГ 80 40 4 ТУ 004-Б,000000000000088582,Труба,915,10220,1022008400,102200840001200,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,80,40,##,##,##,4,##,##
ТР ПРОФ НЛГ 80 60 4 ТУ 004-Б,000000000000088583,Труба,915,10220,1022008500,102200850001100,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,80,60,##,##,##,4,##,##
ТР ПРОФ НЛГ 80 80 3 ТУ 004-Б,000000000000088584,Труба,915,10220,1022008600,102200860001100,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,80,80,##,##,##,3,##,##
ТР ПРОФ НЛГ 80 80 4 ТУ 004-Б,000000000000088585,Труба,915,10220,1022008600,102200860001200,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,80,80,##,##,##,4,##,##
ТР ПРОФ НЛГ 80 80 5 ТУ 004-Б,000000000000088586,Труба,915,10220,1022008600,102200860001300,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,80,80,##,##,##,5,##,##
ТР ПРОФ НЛГ 80 80 6 ТУ 004-Б,000000000000088587,Труба,915,10220,1022008600,102200860001400,##,##,##,##,##,##,##,##,##,ТУ 004-Б,##,##,##,##,80,80,##,##,##,6,##,##
ТР ПРОФ 100 100 3 ТУ 004-А,000000000000088588,Труба,915,10220,1022004000,102200400001100,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,100,100,##,##,##,3,##,##
ТР ПРОФ 100 100 3.5 ТУ 004-А,000000000000088589,Труба,915,10220,1022004000,102200400001200,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,100,100,##,##,##,3.5,##,##
ТР ПРОФ 100 100 4 ТУ 004-А,000000000000088590,Труба,915,10220,1022004000,102200400001300,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,100,100,##,##,##,4,##,##
ТР ПРОФ 100 100 4.5 ТУ 004-А,000000000000088591,Труба,915,10220,1022004000,102200400001400,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,100,100,##,##,##,4.5,##,##
ТР ПРОФ 100 100 5 ТУ 004-А,000000000000088592,Труба,915,10220,1022004000,102200400001500,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,100,100,##,##,##,5,##,##
ТР ПРОФ 100 100 6 ТУ 004-А,000000000000088593,Труба,915,10220,1022004000,102200400001600,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,100,100,##,##,##,6,##,##
ТР ПРОФ 100 100 7 ТУ 004-А,000000000000088594,Труба,915,10220,1022004000,102200400001700,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,100,100,##,##,##,7,##,##
ТР ПРОФ 100 100 8 ТУ 004-А,000000000000088595,Труба,915,10220,1022004000,102200400001800,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,100,100,##,##,##,8,##,##
ТР ПРОФ 100 50 3 ТУ 004-А,000000000000088596,Труба,915,10220,1022003700,102200370001100,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,100,50,##,##,##,3,##,##
ТР ПРОФ 100 50 4 ТУ 004-А,000000000000088597,Труба,915,10220,1022003700,102200370001200,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,100,50,##,##,##,4,##,##
ТР ПРОФ 100 50 5 ТУ 004-А,000000000000088598,Труба,915,10220,1022003700,102200370001300,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,100,50,##,##,##,5,##,##
ТР ПРОФ 120 120 3 ТУ 004-А,000000000000088599,Труба,915,10220,1022004400,102200440001100,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,120,120,##,##,##,3,##,##
ТР ПРОФ 120 120 3.5 ТУ 004-А,000000000000088600,Труба,915,10220,1022004400,102200440001200,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,120,120,##,##,##,3.5,##,##
ТР ПРОФ 120 120 4 ТУ 004-А,000000000000088601,Труба,915,10220,1022004400,102200440001300,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,120,120,##,##,##,4,##,##
ТР ПРОФ 120 120 4.5 ТУ 004-А,000000000000088602,Труба,915,10220,1022004400,102200440001400,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,120,120,##,##,##,4.5,##,##
ТР ПРОФ 120 120 5 ТУ 004-А,000000000000088603,Труба,915,10220,1022004400,102200440001600,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,120,120,##,##,##,5,##,##
ТР ПРОФ 120 120 6 ТУ 004-А,000000000000088604,Труба,915,10220,1022004400,102200440001700,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,120,120,##,##,##,6,##,##
ТР ПРОФ 120 120 7 ТУ 004-А,000000000000088605,Труба,915,10220,1022004400,102200440001750,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,120,120,##,##,##,7,##,##
ТР ПРОФ 120 120 8 ТУ 004-А,000000000000088606,Труба,915,10220,1022004400,102200440001800,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,120,120,##,##,##,8,##,##
ТР ПРОФ 120 80 3 ТУ 004-А,000000000000088607,Труба,915,10220,1022004300,102200430001100,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,120,80,##,##,##,3,##,##
ТР ПРОФ 120 80 4 ТУ 004-А,000000000000088608,Труба,915,10220,1022004300,102200430001200,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,120,80,##,##,##,4,##,##
ТР ПРОФ 120 80 5 ТУ 004-А,000000000000088609,Труба,915,10220,1022004300,102200430001300,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,120,80,##,##,##,5,##,##
ТР ПРОФ 120 80 6 ТУ 004-А,000000000000088610,Труба,915,10220,1022004300,102200430001400,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,120,80,##,##,##,6,##,##
ТР ПРОФ 140 140 4 ТУ 004-А,000000000000088611,Труба,915,10220,1022004700,102200470001100,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,140,140,##,##,##,4,##,##
ТР ПРОФ 140 140 5 ТУ 004-А,000000000000088612,Труба,915,10220,1022004700,102200470001200,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,140,140,##,##,##,5,##,##
ТР ПРОФ 140 140 6 ТУ 004-А,000000000000088613,Труба,915,10220,1022004700,102200470001300,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,140,140,##,##,##,6,##,##
ТР ПРОФ 140 140 7 ТУ 004-А,000000000000088614,Труба,915,10220,1022004700,102200470001400,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,140,140,##,##,##,7,##,##
ТР ПРОФ 140 140 8 ТУ 004-А,000000000000088615,Труба,915,10220,1022004700,102200470001500,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,140,140,##,##,##,8,##,##
ТР ПРОФ 160 160 4 ТУ 004-А,000000000000088616,Труба,915,10220,1022005200,102200520001100,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,160,160,##,##,##,4,##,##
ТР ПРОФ 160 160 4.5 ТУ 004-А,000000000000088617,Труба,915,10220,1022005200,102200520001200,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,160,160,##,##,##,4.5,##,##
ТР ПРОФ 160 160 5 ТУ 004-А,000000000000088618,Труба,915,10220,1022005200,102200520001300,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,160,160,##,##,##,5,##,##
ТР ПРОФ 160 160 6 ТУ 004-А,000000000000088619,Труба,915,10220,1022005200,102200520001400,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,160,160,##,##,##,6,##,##
ТР ПРОФ 160 160 7 ТУ 004-А,000000000000088620,Труба,915,10220,1022005200,102200520001500,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,160,160,##,##,##,7,##,##
ТР ПРОФ 160 160 8 ТУ 004-А,000000000000088621,Труба,915,10220,1022005200,102200520001600,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,160,160,##,##,##,8,##,##
ТР ПРОФ 160 80 4 ТУ 004-А,000000000000088622,Труба,915,10220,1022005000,102200500001100,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,160,80,##,##,##,4,##,##
ТР ПРОФ 160 80 4.5 ТУ 004-А,000000000000088623,Труба,915,10220,1022005000,102200500001200,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,160,80,##,##,##,4.5,##,##
ТР ПРОФ 160 80 5 ТУ 004-А,000000000000088624,Труба,915,10220,1022005000,102200500001300,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,160,80,##,##,##,5,##,##
ТР ПРОФ 160 80 6 ТУ 004-А,000000000000088625,Труба,915,10220,1022005000,102200500001400,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,160,80,##,##,##,6,##,##
ТР ПРОФ 20 20 1 Х/К ТУ 004-А,000000000000088626,Труба,915,10220,1022001400,102200140001100,##,##,##,Х/К,##,##,##,##,##,ТУ 004-А,##,##,##,##,20,20,##,##,##,1,##,##
ТР ПРОФ 20 20 1.2 Х/К ТУ 004-А,000000000000088627,Труба,915,10220,1022001400,102200140001200,##,##,##,Х/К,##,##,##,##,##,ТУ 004-А,##,##,##,##,20,20,##,##,##,1.2,##,##
ТР ПРОФ 20 20 1.5 ТУ 004-А,000000000000088628,Труба,915,10220,1022001400,102200140001300,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,20,20,##,##,##,1.5,##,##
ТР ПРОФ 20 20 1.5 Х/К ТУ 004-А,000000000000088629,Труба,915,10220,1022001400,102200140001300,##,##,##,Х/К,##,##,##,##,##,ТУ 004-А,##,##,##,##,20,20,##,##,##,1.5,##,##
ТР ПРОФ 20 20 2 ТУ 004-А,000000000000088630,Труба,915,10220,1022001400,102200140001500,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,20,20,##,##,##,2,##,##
ТР ПРОФ 20 20 2 Х/К ТУ 004-А,000000000000088631,Труба,915,10220,1022001400,102200140001500,##,##,##,Х/К,##,##,##,##,##,ТУ 004-А,##,##,##,##,20,20,##,##,##,2,##,##
ТР ПРОФ 20 20 2.5 ТУ 004-А,000000000000088632,Труба,915,10220,1022001400,102200140001600,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,20,20,##,##,##,2.5,##,##
ТР ПРОФ 25 25 1 Х/К ТУ 004-А,000000000000088633,Труба,915,10220,1022001500,102200150001100,##,##,##,Х/К,##,##,##,##,##,ТУ 004-А,##,##,##,##,25,25,##,##,##,1,##,##
ТР ПРОФ 25 25 1.2 Х/К ТУ 004-А,000000000000088634,Труба,915,10220,1022001500,102200150001200,##,##,##,Х/К,##,##,##,##,##,ТУ 004-А,##,##,##,##,25,25,##,##,##,1.2,##,##
ТР ПРОФ 25 25 1.35 ТУ 004-А,000000000000088635,Труба,915,10220,1022001500,102200150001250,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,25,25,##,##,##,1.35,##,##
ТР ПРОФ 25 25 1.5 ТУ 004-А,000000000000088636,Труба,915,10220,1022001500,102200150001300,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,25,25,##,##,##,1.5,##,##
ТР ПРОФ 25 25 1.5 Х/К ТУ 004-А,000000000000088637,Труба,915,10220,1022001500,102200150001300,##,##,##,Х/К,##,##,##,##,##,ТУ 004-А,##,##,##,##,25,25,##,##,##,1.5,##,##
ТР ПРОФ 25 25 1.75 ТУ 004-А,000000000000088638,Труба,915,10220,1022001500,102200150001400,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,25,25,##,##,##,1.75,##,##
ТР ПРОФ 25 25 1.8 ТУ 004-А,000000000000088639,Труба,915,10220,1022001500,102200150001500,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,25,25,##,##,##,1.8,##,##
ТР ПРОФ 25 25 2 ТУ 004-А,000000000000088640,Труба,915,10220,1022001500,102200150001600,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,25,25,##,##,##,2,##,##
ТР ПРОФ 25 25 2 Х/К ТУ 004-А,000000000000088641,Труба,915,10220,1022001500,102200150001600,##,##,##,Х/К,##,##,##,##,##,ТУ 004-А,##,##,##,##,25,25,##,##,##,2,##,##
ТР ПРОФ 25 25 2.5 ТУ 004-А,000000000000088642,Труба,915,10220,1022001500,102200150001700,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,25,25,##,##,##,2.5,##,##
ТР ПРОФ 30 20 1 Х/К ТУ 004-А,000000000000088643,Труба,915,10220,1022001900,102200190001100,##,##,##,Х/К,##,##,##,##,##,ТУ 004-А,##,##,##,##,30,20,##,##,##,1,##,##
ТР ПРОФ 30 20 1.2 Х/К ТУ 004-А,000000000000088644,Труба,915,10220,1022001900,102200190001200,##,##,##,Х/К,##,##,##,##,##,ТУ 004-А,##,##,##,##,30,20,##,##,##,1.2,##,##
ТР ПРОФ 30 20 1.35 ТУ 004-А,000000000000088645,Труба,915,10220,1022001900,102200190001250,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,30,20,##,##,##,1.35,##,##
ТР ПРОФ 30 20 1.5 ТУ 004-А,000000000000088646,Труба,915,10220,1022001900,102200190001300,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,30,20,##,##,##,1.5,##,##
ТР ПРОФ 30 20 1.5 Х/К ТУ 004-А,000000000000088647,Труба,915,10220,1022001900,102200190001300,##,##,##,Х/К,##,##,##,##,##,ТУ 004-А,##,##,##,##,30,20,##,##,##,1.5,##,##
ТР ПРОФ 30 20 1.7 ТУ 004-А,000000000000088648,Труба,915,10220,1022001900,102200190001340,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,30,20,##,##,##,1.7,##,##
ТР ПРОФ 30 20 2 ТУ 004-А,000000000000088649,Труба,915,10220,1022001900,102200190001400,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,30,20,##,##,##,2,##,##
ТР ПРОФ 30 30 1 Х/К ТУ 004-А,000000000000088650,Труба,915,10220,1022002000,102200200001000,##,##,##,Х/К,##,##,##,##,##,ТУ 004-А,##,##,##,##,30,30,##,##,##,1,##,##
ТР ПРОФ 30 30 1.2 Х/К ТУ 004-А,000000000000088651,Труба,915,10220,1022002000,102200200001100,##,##,##,Х/К,##,##,##,##,##,ТУ 004-А,##,##,##,##,30,30,##,##,##,1.2,##,##
ТР ПРОФ 30 30 1.5 ТУ 004-А,000000000000088652,Труба,915,10220,1022002000,102200200001200,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,30,30,##,##,##,1.5,##,##
ТР ПРОФ 30 30 1.5 Х/К ТУ 004-А,000000000000088653,Труба,915,10220,1022002000,102200200001200,##,##,##,Х/К,##,##,##,##,##,ТУ 004-А,##,##,##,##,30,30,##,##,##,1.5,##,##
ТР ПРОФ 30 30 1.8 ТУ 004-А,000000000000088654,Труба,915,10220,1022002000,102200200001250,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,30,30,##,##,##,1.8,##,##
ТР ПРОФ 30 30 2 ТУ 004-А,000000000000088655,Труба,915,10220,1022002000,102200200001300,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,30,30,##,##,##,2,##,##
ТР ПРОФ 30 30 2 Х/К ТУ 004-А,000000000000088656,Труба,915,10220,1022002000,102200200001300,##,##,##,Х/К,##,##,##,##,##,ТУ 004-А,##,##,##,##,30,30,##,##,##,2,##,##
ТР ПРОФ 30 30 2.5 ТУ 004-А,000000000000088657,Труба,915,10220,1022002000,102200200001400,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,30,30,##,##,##,2.5,##,##
ТР ПРОФ 30 30 3 ТУ 004-А,000000000000088658,Труба,915,10220,1022002000,102200200001500,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,30,30,##,##,##,3,##,##
ТР ПРОФ 40 20 1 Х/К ТУ 004-А,000000000000088659,Труба,915,10220,1022002100,102200210001000,##,##,##,Х/К,##,##,##,##,##,ТУ 004-А,##,##,##,##,40,20,##,##,##,1,##,##
ТР ПРОФ 40 20 1.2 Х/К ТУ 004-А,000000000000088660,Труба,915,10220,1022002100,102200210001100,##,##,##,Х/К,##,##,##,##,##,ТУ 004-А,##,##,##,##,40,20,##,##,##,1.2,##,##
ТР ПРОФ 40 20 1.35 ТУ 004-А,000000000000088661,Труба,915,10220,1022002100,102200210001150,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,40,20,##,##,##,1.35,##,##
ТР ПРОФ 40 20 1.5 ТУ 004-А,000000000000088662,Труба,915,10220,1022002100,102200210001200,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,40,20,##,##,##,1.5,##,##
ТР ПРОФ 40 20 1.5 Х/К ТУ 004-А,000000000000088663,Труба,915,10220,1022002100,102200210001200,##,##,##,Х/К,##,##,##,##,##,ТУ 004-А,##,##,##,##,40,20,##,##,##,1.5,##,##
ТР ПРОФ 40 20 1.75 ТУ 004-А,000000000000088664,Труба,915,10220,1022002100,102200210001300,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,40,20,##,##,##,1.75,##,##
ТР ПРОФ 40 20 1.8 ТУ 004-А,000000000000088665,Труба,915,10220,1022002100,102200210001400,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,40,20,##,##,##,1.8,##,##
ТР ПРОФ 40 20 2 ТУ 004-А,000000000000088666,Труба,915,10220,1022002100,102200210001500,##,##,##,##,##,##,##,##,##,ТУ 004-А,##,##,##,##,40,20,##,##,##,2,##,##
