req_Number,positions
91d92853-17bf-4c5b-88c1-d40f2f5b3cfd,"{'positions':[{'position_id': '0', 'request_text': 'труба проф. 80 5 ', 'material1_id': '000000000000077040', 'material2_id': '000000000000104838', 'material3_id': '000000000000077040', 'material4_id': '000000000000097862', 'material5_id': '000000000000118131'}, {'position_id': '1', 'request_text': 'труба проф. 100 5 ', 'material1_id': '000000000000007906', 'material2_id': '000000000000105323', 'material3_id': '000000000000115905', 'material4_id': '000000000000101173', 'material5_id': '000000000000080605'}, {'position_id': '2', 'request_text': 'труба проф. 140 8 ', 'material1_id': '000000000000076972', 'material2_id': '000000000000114278', 'material3_id': '000000000000097517', 'material4_id': '000000000000096012', 'material5_id': '000000000000076972'}, {'position_id': '3', 'request_text': 'труба проф. 180 140 8 ', 'material1_id': '000000000000097517', 'material2_id': '000000000000097517', 'material3_id': '000000000000008300', 'material4_id': '000000000000008023', 'material5_id': '000000000000008013'}, {'position_id': '4', 'request_text': 'труба проф. 80 5 ', 'material1_id': '000000000000077040', 'material2_id': '000000000000104838', 'material3_id': '000000000000077040', 'material4_id': '000000000000097862', 'material5_id': '000000000000118131'}, {'position_id': '5', 'request_text': 'швеллер 140 60 3 ', 'material1_id': '000000000000006388', 'material2_id': '000000000000006628', 'material3_id': '000000000000006394', 'material4_id': '000000000000006392', 'material5_id': '000000000000006390'}, {'position_id': '6', 'request_text': 'швеллер 180 100 6 ', 'material1_id': '000000000000006452', 'material2_id': '000000000000006644', 'material3_id': '000000000000006452', 'material4_id': '000000000000087612', 'material5_id': '000000000000006633'}, {'position_id': '7', 'request_text': 'балка 30 ш 1 ', 'material1_id': '000000000000000944', 'material2_id': '000000000000000927', 'material3_id': '000000000000000919', 'material4_id': '000000000000000902', 'material5_id': '000000000000000871'}, {'position_id': '8', 'request_text': 'балка 40 ш 1 ', 'material1_id': '000000000000001074', 'material2_id': '000000000000001070', 'material3_id': '000000000000001034', 'material4_id': '000000000000001012', 'material5_id': '000000002000007591'}, {'position_id': '9', 'request_text': 'труба вгп 25 ду 3.2  1 шт 6 м 10 ', 'material1_id': '000000000000007245', 'material2_id': '000000000000081454', 'material3_id': '000000000000068981', 'material4_id': '000000000000068979', 'material5_id': '000000000000068974'}, {'position_id': '10', 'request_text': 'труба 25 3.2 ст 2-2/пс ', 'material1_id': '000000000000007245', 'material2_id': '000000000000101305', 'material3_id': '000000000000006699', 'material4_id': '000000000000007604', 'material5_id': '000000000000007403'}, {'position_id': '11', 'request_text': 'труба 32 3.0 б/ш ', 'material1_id': '000000000000007254', 'material2_id': '000000000000006714', 'material3_id': '000000000000006713', 'material4_id': '000000000000113044', 'material5_id': '000000000000069002'}]}"
9a0258bf-d9c3-4aa3-b0da-9bd315bed41e,"{'positions':[{'position_id': '0', 'request_text': 'труба проф. 80 5 ', 'material1_id': '000000000000077040', 'material2_id': '000000000000104838', 'material3_id': '000000000000077040', 'material4_id': '000000000000097862', 'material5_id': '000000000000118131'}, {'position_id': '1', 'request_text': 'труба проф. 100 5 ', 'material1_id': '000000000000007906', 'material2_id': '000000000000105323', 'material3_id': '000000000000115905', 'material4_id': '000000000000101173', 'material5_id': '000000000000080605'}, {'position_id': '2', 'request_text': 'труба проф. 140 8 ', 'material1_id': '000000000000076972', 'material2_id': '000000000000114278', 'material3_id': '000000000000097517', 'material4_id': '000000000000096012', 'material5_id': '000000000000076972'}, {'position_id': '3', 'request_text': 'труба проф. 180 140 8 ', 'material1_id': '000000000000097517', 'material2_id': '000000000000097517', 'material3_id': '000000000000008300', 'material4_id': '000000000000008023', 'material5_id': '000000000000008013'}, {'position_id': '4', 'request_text': 'труба проф. 80 5 ', 'material1_id': '000000000000077040', 'material2_id': '000000000000104838', 'material3_id': '000000000000077040', 'material4_id': '000000000000097862', 'material5_id': '000000000000118131'}, {'position_id': '5', 'request_text': 'швеллер 140 60 3 ', 'material1_id': '000000000000006388', 'material2_id': '000000000000006628', 'material3_id': '000000000000006394', 'material4_id': '000000000000006392', 'material5_id': '000000000000006390'}, {'position_id': '6', 'request_text': 'швеллер 180 100 6 ', 'material1_id': '000000000000006452', 'material2_id': '000000000000006644', 'material3_id': '000000000000006452', 'material4_id': '000000000000087612', 'material5_id': '000000000000006633'}, {'position_id': '7', 'request_text': 'балка 30 ш 1 ', 'material1_id': '000000000000000944', 'material2_id': '000000000000000927', 'material3_id': '000000000000000919', 'material4_id': '000000000000000902', 'material5_id': '000000000000000871'}, {'position_id': '8', 'request_text': 'балка 40 ш 1 ', 'material1_id': '000000000000001074', 'material2_id': '000000000000001070', 'material3_id': '000000000000001034', 'material4_id': '000000000000001012', 'material5_id': '000000002000007591'}, {'position_id': '9', 'request_text': 'труба вгп 25 ду 3.2  1 шт 6 м 10 ', 'material1_id': '000000000000007245', 'material2_id': '000000000000081454', 'material3_id': '000000000000068981', 'material4_id': '000000000000068979', 'material5_id': '000000000000068974'}, {'position_id': '10', 'request_text': 'труба 25 3.2 ст 2-2/пс ', 'material1_id': '000000000000007245', 'material2_id': '000000000000101305', 'material3_id': '000000000000006699', 'material4_id': '000000000000007604', 'material5_id': '000000000000007403'}, {'position_id': '11', 'request_text': 'труба 32 3.0 б/ш ', 'material1_id': '000000000000007254', 'material2_id': '000000000000006714', 'material3_id': '000000000000006713', 'material4_id': '000000000000113044', 'material5_id': '000000000000069002'}]}"
ad22cc13-7f6c-448a-87d3-b64697e45d8c,"{'positions':[{'position_id': '0', 'request_text': 'труба проф. 80 5 ', 'material1_id': '000000000000077040', 'material2_id': '000000000000104838', 'material3_id': '000000000000077040', 'material4_id': '000000000000097862', 'material5_id': '000000000000118131'}, {'position_id': '1', 'request_text': 'труба проф. 100 5 ', 'material1_id': '000000000000007906', 'material2_id': '000000000000105323', 'material3_id': '000000000000115905', 'material4_id': '000000000000101173', 'material5_id': '000000000000080605'}, {'position_id': '2', 'request_text': 'труба проф. 140 8 ', 'material1_id': '000000000000076972', 'material2_id': '000000000000114278', 'material3_id': '000000000000097517', 'material4_id': '000000000000096012', 'material5_id': '000000000000076972'}, {'position_id': '3', 'request_text': 'труба проф. 180 140 8 ', 'material1_id': '000000000000097517', 'material2_id': '000000000000097517', 'material3_id': '000000000000008300', 'material4_id': '000000000000008023', 'material5_id': '000000000000008013'}, {'position_id': '4', 'request_text': 'труба проф. 80 5 ', 'material1_id': '000000000000077040', 'material2_id': '000000000000104838', 'material3_id': '000000000000077040', 'material4_id': '000000000000097862', 'material5_id': '000000000000118131'}, {'position_id': '5', 'request_text': 'швеллер 140 60 3 ', 'material1_id': '000000000000006388', 'material2_id': '000000000000006628', 'material3_id': '000000000000006394', 'material4_id': '000000000000006392', 'material5_id': '000000000000006390'}, {'position_id': '6', 'request_text': 'швеллер 180 100 6 ', 'material1_id': '000000000000006452', 'material2_id': '000000000000006644', 'material3_id': '000000000000006452', 'material4_id': '000000000000087612', 'material5_id': '000000000000006633'}, {'position_id': '7', 'request_text': 'балка 30 ш 1 ', 'material1_id': '000000000000000944', 'material2_id': '000000000000000927', 'material3_id': '000000000000000919', 'material4_id': '000000000000000902', 'material5_id': '000000000000000871'}, {'position_id': '8', 'request_text': 'балка 40 ш 1 ', 'material1_id': '000000000000001074', 'material2_id': '000000000000001070', 'material3_id': '000000000000001034', 'material4_id': '000000000000001012', 'material5_id': '000000002000007591'}, {'position_id': '9', 'request_text': 'труба вгп 25 ду 3.2  1 шт 6 м 10 ', 'material1_id': '000000000000007245', 'material2_id': '000000000000081454', 'material3_id': '000000000000068981', 'material4_id': '000000000000068979', 'material5_id': '000000000000068974'}, {'position_id': '10', 'request_text': 'труба 25 3.2 ст 2-2/пс ', 'material1_id': '000000000000007245', 'material2_id': '000000000000101305', 'material3_id': '000000000000006699', 'material4_id': '000000000000007604', 'material5_id': '000000000000007403'}, {'position_id': '11', 'request_text': 'труба 32 3.0 б/ш ', 'material1_id': '000000000000007254', 'material2_id': '000000000000006714', 'material3_id': '000000000000006713', 'material4_id': '000000000000113044', 'material5_id': '000000000000069002'}]}"
9b9b2c5f-fec2-41e3-aeb5-86a67ad1f1d4,"{'positions':[{'position_id': '0', 'request_text': 'труба проф. 80 5 ', 'material1_id': '000000000000077040', 'material2_id': '000000000000104838', 'material3_id': '000000000000077040', 'material4_id': '000000000000097862', 'material5_id': '000000000000118131'}, {'position_id': '1', 'request_text': 'труба проф. 100 5 ', 'material1_id': '000000000000007906', 'material2_id': '000000000000105323', 'material3_id': '000000000000115905', 'material4_id': '000000000000101173', 'material5_id': '000000000000080605'}, {'position_id': '2', 'request_text': 'труба проф. 140 8 ', 'material1_id': '000000000000076972', 'material2_id': '000000000000114278', 'material3_id': '000000000000097517', 'material4_id': '000000000000096012', 'material5_id': '000000000000076972'}, {'position_id': '3', 'request_text': 'труба проф. 180 140 8 ', 'material1_id': '000000000000097517', 'material2_id': '000000000000097517', 'material3_id': '000000000000008300', 'material4_id': '000000000000008023', 'material5_id': '000000000000008013'}, {'position_id': '4', 'request_text': 'труба проф. 80 5 ', 'material1_id': '000000000000077040', 'material2_id': '000000000000104838', 'material3_id': '000000000000077040', 'material4_id': '000000000000097862', 'material5_id': '000000000000118131'}, {'position_id': '5', 'request_text': 'швеллер 140 60 3 ', 'material1_id': '000000000000006388', 'material2_id': '000000000000006628', 'material3_id': '000000000000006394', 'material4_id': '000000000000006392', 'material5_id': '000000000000006390'}, {'position_id': '6', 'request_text': 'швеллер 180 100 6 ', 'material1_id': '000000000000006452', 'material2_id': '000000000000006644', 'material3_id': '000000000000006452', 'material4_id': '000000000000087612', 'material5_id': '000000000000006633'}, {'position_id': '7', 'request_text': 'балка 30 ш 1 ', 'material1_id': '000000000000000944', 'material2_id': '000000000000000927', 'material3_id': '000000000000000919', 'material4_id': '000000000000000902', 'material5_id': '000000000000000871'}, {'position_id': '8', 'request_text': 'балка 40 ш 1 ', 'material1_id': '000000000000001074', 'material2_id': '000000000000001070', 'material3_id': '000000000000001034', 'material4_id': '000000000000001012', 'material5_id': '000000002000007591'}, {'position_id': '9', 'request_text': 'труба вгп 25 ду 3.2  1 шт 6 м 10 ', 'material1_id': '000000000000007245', 'material2_id': '000000000000081454', 'material3_id': '000000000000068981', 'material4_id': '000000000000068979', 'material5_id': '000000000000068974'}, {'position_id': '10', 'request_text': 'труба 25 3.2 ст 2-2/пс ', 'material1_id': '000000000000007245', 'material2_id': '000000000000101305', 'material3_id': '000000000000006699', 'material4_id': '000000000000007604', 'material5_id': '000000000000007403'}, {'position_id': '11', 'request_text': 'труба 32 3.0 б/ш ', 'material1_id': '000000000000007254', 'material2_id': '000000000000006714', 'material3_id': '000000000000006713', 'material4_id': '000000000000113044', 'material5_id': '000000000000069002'}]}"
e19046dc-a054-4798-bb9e-08911c7cc5c6,"{'positions':[{'position_id': '0', 'request_text': 'уголок 63 4 8 шт . по 6 м ', 'ei': 'шт', 'value': '8', 'material1_id': '000000000000117042', 'material2_id': '000000000000117444', 'material3_id': '000000000000117443', 'material4_id': '000000000000117044', 'material5_id': '000000000000119103'}, {'position_id': '1', 'request_text': 'уголок 45 4 4 шт . по 6 м ', 'ei': 'шт', 'value': '4', 'material1_id': '000000000000117036', 'material2_id': '000000000000008836', 'material3_id': '000000000000117016', 'material4_id': '000000000000009275', 'material5_id': '000000000000008844'}]}"
c073f998-ac9f-4538-a6c9-e84c57b53c0a,"{'positions':[{'position_id': '0', 'request_text': 'уголок 63 4 8 шт . по 6 м ', 'ei': 'шт', 'value': '8', 'material1_id': '000000000000117042', 'material2_id': '000000000000117444', 'material3_id': '000000000000117443', 'material4_id': '000000000000117044', 'material5_id': '000000000000119103'}, {'position_id': '1', 'request_text': 'уголок 45 4 4 шт . по 6 м ', 'ei': 'шт', 'value': '4', 'material1_id': '000000000000117036', 'material2_id': '000000000000008836', 'material3_id': '000000000000117016', 'material4_id': '000000000000009275', 'material5_id': '000000000000008844'}]}"
860eccba-73ad-4af0-ab6d-cea49ccc1b7b,"{'positions':[{'position_id': '0', 'request_text': 'швеллер 8 24 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000005798', 'material2_id': '000000003000003771', 'material3_id': '000000000000006166', 'material4_id': '000000003000003772', 'material5_id': '000000003000003770'}, {'position_id': '1', 'request_text': 'уголок 40 96 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000008812', 'material2_id': '000000000000008809', 'material3_id': '000000000000117027', 'material4_id': '000000000000117029', 'material5_id': '000000000000002202'}, {'position_id': '2', 'request_text': 'лист 4 1 шт пополам ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000027310', 'material2_id': '000000000000027309', 'material3_id': '000000000000029202', 'material4_id': '000000000000078575', 'material5_id': '000000000000027316'}, {'position_id': '3', 'request_text': 'круг 20 60 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000099929', 'material2_id': '000000000000001809', 'material3_id': '000000000000096716', 'material4_id': '000000000000001806', 'material5_id': '000000000000002873'}]}"
444d49ad-079c-4fef-ac08-d219f21dd253,"{'positions':[{'position_id': '0', 'request_text': 'швеллер 8 24 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000005798', 'material2_id': '000000003000003771', 'material3_id': '000000000000006166', 'material4_id': '000000003000003772', 'material5_id': '000000003000003770'}, {'position_id': '1', 'request_text': 'уголок 40 96 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000008812', 'material2_id': '000000000000008809', 'material3_id': '000000000000117027', 'material4_id': '000000000000117029', 'material5_id': '000000000000002202'}, {'position_id': '2', 'request_text': 'лист 4 1 шт пополам ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000027310', 'material2_id': '000000000000027309', 'material3_id': '000000000000029202', 'material4_id': '000000000000078575', 'material5_id': '000000000000027316'}, {'position_id': '3', 'request_text': 'круг 20 60 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000099929', 'material2_id': '000000000000001809', 'material3_id': '000000000000096716', 'material4_id': '000000000000001806', 'material5_id': '000000000000002873'}]}"
efd5f81d-be6c-4696-a57d-90e6409e0566,"{'positions':[{'position_id': '0', 'request_text': 'уголок 63 63 ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000008929', 'material2_id': '000000000000008911', 'material3_id': '000000000000008397', 'material4_id': '000000000000009295', 'material5_id': '000000000000069362'}, {'position_id': '1', 'request_text': 'арматура ф 10 кол-во 24 мсчет на ооо резка по 3 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000000112', 'material2_id': '000000000000095676', 'material3_id': '000000000000000169', 'material4_id': '000000000000000113', 'material5_id': '000000000000000236'}]}"
43639aa4-e564-4afa-b495-f66a0d47cae0,"{'positions':[{'position_id': '0', 'request_text': 'уголок 63 63 ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000008929', 'material2_id': '000000000000008911', 'material3_id': '000000000000008397', 'material4_id': '000000000000009295', 'material5_id': '000000000000069362'}, {'position_id': '1', 'request_text': 'арматура ф 10 кол-во 24 мсчет на ооо резка по 3 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000000112', 'material2_id': '000000000000095676', 'material3_id': '000000000000000169', 'material4_id': '000000000000000113', 'material5_id': '000000000000000236'}]}"
1d276a9a-b8bf-4e3b-aafd-9c99c37fdab7,"{'positions':[{'position_id': '0', 'request_text': 'проволока мягкая отожженная 3-100 кг  ', 'ei': 'кг', 'value': '100', 'material1_id': '000000000000077017', 'material2_id': '000000000000070422', 'material3_id': '000000000000116483', 'material4_id': '000000000000029307', 'material5_id': '000000000000071549'}]}"
7d717ed2-3c04-442e-80d4-79973a850514,"{'positions':[{'position_id': '0', 'request_text': 'проволока мягкая отожженная 3-100 кг  ', 'ei': 'кг', 'value': '100', 'material1_id': '000000000000077017', 'material2_id': '000000000000070422', 'material3_id': '000000000000116483', 'material4_id': '000000000000029307', 'material5_id': '000000000000071549'}]}"
a7f19f45-3220-4650-bb09-35b21748dac0,"{'positions':[{'position_id': '0', 'request_text': 'швеллер г\\к 12  п 7030 кг ; ', 'ei': 'кг', 'value': '7030', 'material1_id': '000000000000006184', 'material2_id': '000000000000006193', 'material3_id': '000000000000006191', 'material4_id': '000000000000006190', 'material5_id': '000000000000106789'}, {'position_id': '1', 'request_text': 'уголок г\\к 63 5 2001 кг ; ', 'ei': 'кг', 'value': '2001', 'material1_id': '000000000000110937', 'material2_id': '000000000000117443', 'material3_id': '000000000000117043', 'material4_id': '000000000000008932', 'material5_id': '000000000000110862'}, {'position_id': '2', 'request_text': 'лист 4 11.7 кг ; ', 'ei': 'кг', 'value': '11.7', 'material1_id': '000000000000027309', 'material2_id': '000000000000078575', 'material3_id': '000000000000027316', 'material4_id': '000000000000027314', 'material5_id': '000000000000027313'}, {'position_id': '3', 'request_text': 'лист 5 175.6 кг ; ', 'ei': 'кг', 'value': '175.6', 'material1_id': '000000000000027320', 'material2_id': '000000000000027318', 'material3_id': '000000000000027319', 'material4_id': '000000000000077276', 'material5_id': '000000000000077936'}, {'position_id': '4', 'request_text': 'швеллер 18  п 3000 кг ; ', 'ei': 'кг', 'value': '3000', 'material1_id': '000000000000096901', 'material2_id': '000000000000103172', 'material3_id': '000000000000006220', 'material4_id': '000000000000005923', 'material5_id': '000000000000081594'}, {'position_id': '5', 'request_text': 'швеллер гнутый 100 50 3 3200 кг ; ', 'ei': 'кг', 'value': '3200', 'material1_id': '000000000000006612', 'material2_id': '000000000000006328', 'material3_id': '000000000000092302', 'material4_id': '000000000000006333', 'material5_id': '000000000000006331'}, {'position_id': '6', 'request_text': 'швеллер гнутый 80 40 3 5000 кг  ', 'ei': 'кг', 'value': '5000', 'material1_id': '000000000000078711', 'material2_id': '000000000000006584', 'material3_id': '000000000000093493', 'material4_id': '000000000000006672', 'material5_id': '000000000000006671'}]}"
913352c4-d907-4cba-bd95-a620e1343302,"{'positions':[{'position_id': '0', 'request_text': 'швеллер г\\к 12  п 7030 кг ; ', 'ei': 'кг', 'value': '7030', 'material1_id': '000000000000006184', 'material2_id': '000000000000006193', 'material3_id': '000000000000006191', 'material4_id': '000000000000006190', 'material5_id': '000000000000106789'}, {'position_id': '1', 'request_text': 'уголок г\\к 63 5 2001 кг ; ', 'ei': 'кг', 'value': '2001', 'material1_id': '000000000000110937', 'material2_id': '000000000000117443', 'material3_id': '000000000000117043', 'material4_id': '000000000000008932', 'material5_id': '000000000000110862'}, {'position_id': '2', 'request_text': 'лист 4 11.7 кг ; ', 'ei': 'кг', 'value': '11.7', 'material1_id': '000000000000027309', 'material2_id': '000000000000078575', 'material3_id': '000000000000027316', 'material4_id': '000000000000027314', 'material5_id': '000000000000027313'}, {'position_id': '3', 'request_text': 'лист 5 175.6 кг ; ', 'ei': 'кг', 'value': '175.6', 'material1_id': '000000000000027320', 'material2_id': '000000000000027318', 'material3_id': '000000000000027319', 'material4_id': '000000000000077276', 'material5_id': '000000000000077936'}, {'position_id': '4', 'request_text': 'швеллер 18  п 3000 кг ; ', 'ei': 'кг', 'value': '3000', 'material1_id': '000000000000096901', 'material2_id': '000000000000103172', 'material3_id': '000000000000006220', 'material4_id': '000000000000005923', 'material5_id': '000000000000081594'}, {'position_id': '5', 'request_text': 'швеллер гнутый 100 50 3 3200 кг ; ', 'ei': 'кг', 'value': '3200', 'material1_id': '000000000000006612', 'material2_id': '000000000000006328', 'material3_id': '000000000000092302', 'material4_id': '000000000000006333', 'material5_id': '000000000000006331'}, {'position_id': '6', 'request_text': 'швеллер гнутый 80 40 3 5000 кг  ', 'ei': 'кг', 'value': '5000', 'material1_id': '000000000000078711', 'material2_id': '000000000000006584', 'material3_id': '000000000000093493', 'material4_id': '000000000000006672', 'material5_id': '000000000000006671'}]}"
4bde4601-0f76-448d-bd32-03b9961a61ca,"{'positions':[{'position_id': '0', 'request_text': 'швеллер 542927-2500  ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000005801', 'material2_id': '000000000000005799', 'material3_id': '000000000000005797', 'material4_id': '000000000000005796', 'material5_id': '000000000000006058'}, {'position_id': '1', 'request_text': 'лист 1.5  ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000058725', 'material2_id': '000000000000020733', 'material3_id': '000000000000024022', 'material4_id': '000000000000016370', 'material5_id': '000000000000104046'}]}"
150a7c08-10d3-4345-82bd-8bcc6c5a7b27,"{'positions':[{'position_id': '0', 'request_text': 'швеллер 542927-2500  ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000005801', 'material2_id': '000000000000005799', 'material3_id': '000000000000005797', 'material4_id': '000000000000005796', 'material5_id': '000000000000006058'}, {'position_id': '1', 'request_text': 'лист 1.5  ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000058725', 'material2_id': '000000000000020733', 'material3_id': '000000000000024022', 'material4_id': '000000000000016370', 'material5_id': '000000000000104046'}]}"
2c4b6b6f-6c11-467b-8d51-2cc2d0644b1c,"{'positions':[{'position_id': '0', 'request_text': 'балка 40 ш 2 с 245 – 36 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000001073', 'material2_id': '000000000000001049', 'material3_id': '000000000000001026', 'material4_id': '000000000000001084', 'material5_id': '000000000000000940'}, {'position_id': '1', 'request_text': 'балка 30 к 1 с 245 – 96 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000000930', 'material2_id': '000000000000000912', 'material3_id': '000000000000000905', 'material4_id': '000000000000000876', 'material5_id': '000000000000001299'}, {'position_id': '2', 'request_text': 'балка 30 ш 2 с 245 – 24 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000000940', 'material2_id': '000000000000000912', 'material3_id': '000000000000000893', 'material4_id': '000000000000000998', 'material5_id': '000000000000000941'}, {'position_id': '3', 'request_text': 'лист г/к 14 1500 3000 – 1 шт . нужна половинка ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000016707', 'material2_id': '000000000000016706', 'material3_id': '000000000000016705', 'material4_id': '000000000000016708', 'material5_id': '000000000000099989'}]}"
40f17283-9ff6-4150-b151-08e3542935ed,"{'positions':[{'position_id': '0', 'request_text': 'балка 40 ш 2 с 245 – 36 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000001073', 'material2_id': '000000000000001049', 'material3_id': '000000000000001026', 'material4_id': '000000000000001084', 'material5_id': '000000000000000940'}, {'position_id': '1', 'request_text': 'балка 30 к 1 с 245 – 96 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000000930', 'material2_id': '000000000000000912', 'material3_id': '000000000000000905', 'material4_id': '000000000000000876', 'material5_id': '000000000000001299'}, {'position_id': '2', 'request_text': 'балка 30 ш 2 с 245 – 24 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000000940', 'material2_id': '000000000000000912', 'material3_id': '000000000000000893', 'material4_id': '000000000000000998', 'material5_id': '000000000000000941'}, {'position_id': '3', 'request_text': 'лист г/к 14 1500 3000 – 1 шт . нужна половинка ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000016707', 'material2_id': '000000000000016706', 'material3_id': '000000000000016705', 'material4_id': '000000000000016708', 'material5_id': '000000000000099989'}]}"
d5561273-fb80-4921-b854-68fc04f7b520,"{'positions':[{'position_id': '0', 'request_text': 'швеллер 10 24 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000085727', 'material2_id': '000000000000005798', 'material3_id': '000000000000005791', 'material4_id': '000000000000006166', 'material5_id': '000000002000002354'}, {'position_id': '1', 'request_text': 'уголок 50 5 36 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000008891', 'material2_id': '000000000000008890', 'material3_id': '000000000000008899', 'material4_id': '000000000000008896', 'material5_id': '000000000000008895'}, {'position_id': '2', 'request_text': 'труба 40 40 3 30 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000112303', 'material2_id': '000000000000100157', 'material3_id': '000000000000007259', 'material4_id': '000000000000084248', 'material5_id': '000000000000007464'}]}"
bc59ba39-542f-4060-884b-f8735fa0b33e,"{'positions':[{'position_id': '0', 'request_text': 'швеллер 10 24 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000085727', 'material2_id': '000000000000005798', 'material3_id': '000000000000005791', 'material4_id': '000000000000006166', 'material5_id': '000000002000002354'}, {'position_id': '1', 'request_text': 'уголок 50 5 36 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000008891', 'material2_id': '000000000000008890', 'material3_id': '000000000000008899', 'material4_id': '000000000000008896', 'material5_id': '000000000000008895'}, {'position_id': '2', 'request_text': 'труба 40 40 3 30 м ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000112303', 'material2_id': '000000000000100157', 'material3_id': '000000000000007259', 'material4_id': '000000000000084248', 'material5_id': '000000000000007464'}]}"
f0baffe4-7c02-441e-bc2b-2162f455e9e4,"{'positions':[{'position_id': '0', 'request_text': 'труба проф 20 40 3 = 300 м  ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000118189', 'material2_id': '000000000000099271', 'material3_id': '000000000000102772', 'material4_id': '000000000000092159', 'material5_id': '000000000000110708'}, {'position_id': '1', 'request_text': 'труба проф = м 2. ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000069214', 'material2_id': '000000000000111331', 'material3_id': '000000000000069210', 'material4_id': '000000000000096619', 'material5_id': '000000000000069208'}, {'position_id': '2', 'request_text': 'уголок 75 75 4 = 30 м  ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000009023', 'material2_id': '000000000000106384', 'material3_id': '000000000000085984', 'material4_id': '000000000000069373', 'material5_id': '000000000000079148'}]}"
8778180f-66f5-427e-9256-83cdd9a13d73,"{'positions':[{'position_id': '0', 'request_text': 'труба проф 20 40 3 = 300 м  ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000118189', 'material2_id': '000000000000099271', 'material3_id': '000000000000102772', 'material4_id': '000000000000092159', 'material5_id': '000000000000110708'}, {'position_id': '1', 'request_text': 'труба проф = м 2. ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000069214', 'material2_id': '000000000000111331', 'material3_id': '000000000000069210', 'material4_id': '000000000000096619', 'material5_id': '000000000000069208'}, {'position_id': '2', 'request_text': 'уголок 75 75 4 = 30 м  ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000009023', 'material2_id': '000000000000106384', 'material3_id': '000000000000085984', 'material4_id': '000000000000069373', 'material5_id': '000000000000079148'}]}"
1318b285-5a2c-4c15-a8dc-7c11543f9d78,"{'positions':[{'position_id': '0', 'request_text': 'проволока ф 2.0 вязальная  3282 мотки ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000111784', 'material2_id': '000000000000005375', 'material3_id': '000000000000005374', 'material4_id': '000000000000112391', 'material5_id': '000000000000029306'}]}"
886a9a03-94f8-4050-9393-b898245ac71d,"{'positions':[{'position_id': '0', 'request_text': 'проволока ф 2.0 вязальная  3282 мотки ', 'ei': 'шт', 'value': '1', 'material1_id': '000000000000111784', 'material2_id': '000000000000005375', 'material3_id': '000000000000005374', 'material4_id': '000000000000112391', 'material5_id': '000000000000029306'}]}"
